eval/mean_episode_reward,eval/info_performance_mean,eval/best_episode_reward,eval/info_normalized_performance_final,eval/eval_time,eval/info_performance_final,eval/info_normalized_performance_mean,eval/episode_reward,eval/episode,train/info_performance_mean,train_actor/target_entropy,train/episode,train/episode_reward,train_critic/loss,train/info_performance_final,train_alpha/loss,train/duration,train_alpha/value,train_actor/loss,train/info_normalized_performance_mean,train/info_normalized_performance_final,train/batch_reward,train_actor/entropy
0.0,0.0,0.0,0.0,19.173094987869263,0.0,0.0,0.0,0,,,,,,,,,,,,,,
774.6394112969589,0.3873197,1319.1071428571427,0.43400463,19.125325918197632,0.43400463,0.3873197,894.2986425339373,100,0.07402713,-3,96,148.0542264752793,134.342529296875,0.08313397,-0.19065973162651062,1.655320167541504,0.11287557120687937,-291.48248291015625,0.07402713,0.08313397,4.988287925720215,0.42616376280784607
779.426938340458,0.38971344,1534.7593582887669,0.42215562,19.905269145965576,0.42215562,0.38971344,803.3122171945716,200,0.8860576,-3,196,1772.1153846153868,117.18522644042969,0.97252744,-0.2830267548561096,1.843503475189209,0.18846913386277073,-643.0178833007812,0.8860576,0.97252744,5.584510803222656,0.5998621582984924
378.7657133019188,0.18938284,1415.9523809523832,0.2056034,20.114811658859253,0.2056034,0.18938284,441.3919413919422,300,0.28044644,-3,296,560.8928571428565,77.71672058105469,0.30357143,-0.21829523146152496,1.7658326625823975,0.3056685222312857,-890.2637939453125,0.28044644,0.30357143,5.997219085693359,0.9006022214889526
692.7467617019612,0.3463734,1144.0262515262507,0.38078058,16.783270597457886,0.38078058,0.3463734,512.9581529581527,400,0.32167095,-3,396,643.3418367346939,672.0582885742188,0.34566328,-0.019453009590506554,1.453843116760254,0.43507151116249987,-1027.7659912109375,0.32167095,0.34566328,6.294680595397949,1.13141930103302
1168.4231102557571,0.5842115,1828.3482142857142,0.6551912,17.0824236869812,0.6551912,0.5842115,782.375,500,0.34200317,-3,496,684.0064102564107,578.04736328125,0.39476496,-0.02975398674607277,1.4218947887420654,0.43766914422819225,-1145.9632568359375,0.34200317,0.39476496,7.082727432250977,1.0437750816345215
694.0595821141384,0.34702978,1480.810457516343,0.38006037,18.09211015701294,0.38006037,0.34702978,1480.810457516343,600,0.2860204,-3,596,572.0408163265312,504.4833679199219,0.30725622,0.1830608993768692,1.4361748695373535,0.44558958339313715,-1256.0308837890625,0.2860204,0.30725622,6.784822463989258,1.2174227237701416
836.8635355616607,0.41843176,1576.8589743589778,0.48344082,16.718685626983643,0.48344082,0.41843176,657.4404761904756,700,0.54423505,-3,696,1088.470052083334,339.0267028808594,0.601237,0.06546355783939362,1.5310742855072021,0.4642733717901557,-1299.42041015625,0.54423505,0.601237,7.5206170082092285,1.2997870445251465
797.5284593296008,0.39876422,1454.487394957983,0.44090456,16.97888684272766,0.44090456,0.39876422,653.839285714285,800,0.19954114,-3,796,399.08220965637264,1581.9166259765625,0.2648978,0.05416351556777954,1.592203140258789,0.5033821882884607,-1361.49951171875,0.19954114,0.2648978,7.564336776733398,1.277886152267456
814.9448294282331,0.4074724,1098.4516129032236,0.45197052,17.29281187057495,0.45197052,0.4074724,753.0803571428568,900,0.20731252,-3,896,414.625,697.2314453125,0.25625,0.029951315373182297,1.4104266166687012,0.4656072840761353,-1359.7623291015625,0.20731252,0.25625,7.133199691772461,1.5084362030029297
859.4261843382153,0.42971307,1323.616666666666,0.5024624,17.101259231567383,0.5024624,0.42971307,945.6685966363395,1000,0.7170328,-3,996,1434.0659340659363,468.20123291015625,0.81357926,0.09908340871334076,1.5388312339782715,0.4767186277478266,-1456.5697021484375,0.7170328,0.81357926,8.640657424926758,1.912501573562622
709.3225863611356,0.35466132,1631.0,0.4010486,17.205260038375854,0.4010486,0.35466132,266.87074829931913,1100,0.23144533,-3,1096,462.8906250000005,522.0992431640625,0.27571616,-0.015857815742492676,1.4918489456176758,0.44186978407198074,-1459.688232421875,0.23144533,0.27571616,8.099222183227539,1.5956804752349854
617.0897029260422,0.30854487,1192.5428571428595,0.34808505,16.835222482681274,0.34808505,0.30854487,806.8452380952373,1200,0.0053125,-3,1196,10.625,499.7127380371094,0.09821428,-0.00762079656124115,1.434432029724121,0.4210400042435331,-1448.26416015625,0.0053125,0.09821428,7.6616058349609375,1.9560179710388184
790.2961345945724,0.39514807,1434.03125,0.43966135,16.800150632858276,0.43966135,0.39514807,1156.4646464646476,1300,0.44352424,-3,1296,887.0482603815927,270.96221923828125,0.51094276,0.1742256134748459,1.5506103038787842,0.4005958603851258,-1392.12451171875,0.44352424,0.51094276,7.461449146270752,1.5815439224243164
994.6767811050638,0.4973384,1500.8983957219252,0.5571321,17.44153380393982,0.5571321,0.4973384,904.0781945327407,1400,0.7208878,-3,1396,1441.7754010695178,795.1993408203125,0.7882353,-0.172447070479393,1.5858943462371826,0.36388652611219313,-1452.591552734375,0.7208878,0.7882353,8.830880165100098,1.6215507984161377
816.7581702840127,0.40837908,1666.0392156862752,0.4732862,17.180331707000732,0.4732862,0.40837908,1256.537815126052,1500,0.49232057,-3,1496,984.6412037037018,577.4493408203125,0.5387731,-0.1359613537788391,1.4760754108428955,0.34308729033341395,-1380.8037109375,0.49232057,0.5387731,8.297033309936523,1.527477502822876
710.1050848623775,0.35505256,1351.1999999999991,0.40265435,17.08216428756714,0.40265435,0.35505256,880.699404761905,1600,0.4009864,-3,1596,801.9727891156473,1416.934326171875,0.44104308,-0.1177867203950882,1.5037260055541992,0.2943294237610724,-1360.916748046875,0.4009864,0.44104308,8.19087028503418,0.8858115673065186
983.48828432079,0.49174413,1481.200000000002,0.54403716,17.705469131469727,0.54403716,0.49174413,1031.336898395723,1700,0.2295451,-3,1696,459.09015715467325,1014.545166015625,0.263303,0.10519829392433167,1.5185983180999756,0.30847841362511585,-1359.2694091796875,0.2295451,0.263303,9.278936386108398,1.1235754489898682
900.6538041687469,0.45032686,1590.3571428571402,0.5071089,17.275380849838257,0.5071089,0.45032686,721.8388429752065,1800,0.3045833,-3,1796,609.1666666666656,358.8996887207031,0.3422619,0.20072895288467407,1.4100897312164307,0.3175104926744828,-1440.08056640625,0.3045833,0.3422619,10.378660202026367,0.9088930487632751
1011.0928401353965,0.5055464,1525.09375,0.5671101,17.879340887069702,0.5671101,0.5055464,963.846726190478,1900,0.39726493,-3,1896,794.5299145299155,728.2623291015625,0.43589744,0.055554408580064774,1.4334862232208252,0.30602019677128456,-1397.033935546875,0.39726493,0.43589744,9.457023620605469,0.830230176448822
857.5760414514473,0.42878804,1496.4499999999975,0.47392145,17.416430473327637,0.47392145,0.42878804,607.0318181818182,2000,0.0,-3,1996,0.0,706.8307495117188,0.0,-0.44137004017829895,1.489549160003662,0.378121269820915,-1383.199462890625,0.0,0.0,9.00541877746582,1.517810583114624
983.0450096204404,0.49152255,1388.1344537815119,0.5793675,17.36349582672119,0.5793675,0.49152255,1283.5134310134292,2100,0.7972188,-3,2096,1594.4375,499.7215270996094,0.859375,-0.2597121000289917,1.4527156352996826,0.5646504219313949,-1645.8016357421875,0.7972188,0.859375,8.907337188720703,1.354856014251709
984.3653819653537,0.49218273,1526.2184873949611,0.551097,17.409088850021362,0.551097,0.49218273,471.94525904203397,2200,0.38519454,-3,2196,770.3891184572996,1992.280517578125,0.44232094,0.018859978765249252,1.6374258995056152,0.4855068719210311,-1658.9891357421875,0.38519454,0.44232094,8.73824405670166,1.6824147701263428
1154.97761105407,0.57748884,1640.520833333335,0.6380257,17.430325984954834,0.6380257,0.57748884,1325.9735576923104,2300,0.38004464,-3,2296,760.0892857142858,1073.595947265625,0.46875,-0.03528920188546181,1.4101576805114746,0.415963512644822,-1591.7076416015625,0.38004464,0.46875,9.32489013671875,1.4098942279815674
458.29388453450446,0.22914697,1698.0357142857154,0.261378,17.27898144721985,0.261378,0.22914697,705.093914350112,2400,0.28296515,-3,2396,565.9302704464003,981.5462646484375,0.34636688,-0.10565271973609924,1.4729905128479004,0.37523561069152417,-1507.829345703125,0.28296515,0.34636688,9.788896560668945,1.3970890045166016
884.3716063076181,0.4421858,1479.8828125,0.48748937,16.93805718421936,0.48748937,0.4421858,1479.8828125,2500,0.80236125,-3,2496,1604.7222222222229,268.10626220703125,0.890873,0.11343944817781448,1.6104564666748047,0.31545258234617946,-1394.11474609375,0.80236125,0.890873,8.797807693481445,1.37899649143219
962.4849593462098,0.48124245,1404.9500000000014,0.52387077,17.072831869125366,0.52387077,0.48124245,108.4779220779222,2600,0.43271878,-3,2596,865.4377104377103,674.5877075195312,0.47839507,-0.3453724980354309,1.556232213973999,0.3251824337864101,-1384.150146484375,0.43271878,0.47839507,8.688804626464844,1.1901092529296875
700.1801483718066,0.3500901,1175.6547619047592,0.38087767,16.70233392715454,0.38087767,0.3500901,579.905882352941,2700,0.3094658,-3,2696,618.9316239316242,356.307861328125,0.36832264,0.118947833776474,1.7308871746063232,0.37364483513185587,-1376.52490234375,0.3094658,0.36832264,9.381684303283691,1.4843109846115112
713.2722755830007,0.3566361,1071.9856770833323,0.39866447,16.636833429336548,0.39866447,0.3566361,302.49999999999966,2800,0.8087239,-3,2796,1617.447916666666,311.7427978515625,0.9296875,0.13429558277130127,1.609431266784668,0.3511167874188247,-1431.5452880859375,0.8087239,0.9296875,10.400663375854492,1.2501060962677002
1108.9287514493808,0.55446434,1343.020833333334,0.606427,17.037269115447998,0.606427,0.55446434,932.0553935860061,2900,0.5810999,-3,2896,1162.2000000000005,1142.35888671875,0.62916666,0.012512452900409698,1.5990042686462402,0.39872880482759443,-1459.38818359375,0.5810999,0.62916666,9.652336120605469,1.1781659126281738
1038.8825141411785,0.51944125,1604.2823529411755,0.5786814,16.932289361953735,0.5786814,0.51944125,838.9001122334452,3000,0.42198974,-3,2996,843.979591836736,711.2440185546875,0.45854592,-0.04340020939707756,1.4552929401397705,0.5862734881002397,-1577.407470703125,0.42198974,0.45854592,9.329416275024414,1.3971240520477295
1113.6440528983999,0.556822,1748.046875,0.61686766,17.268495321273804,0.61686766,0.556822,775.3703703703715,3100,0.67440635,-3,3096,1348.8125,2671.4052734375,0.74375,-0.005506172776222229,1.4292709827423096,0.6199050794191485,-1755.589111328125,0.67440635,0.74375,9.358907699584961,1.4581280946731567
970.511714789307,0.48525587,1534.2142857142878,0.53900206,17.022664785385132,0.53900206,0.48525587,894.6565934065914,3200,0.84238845,-3,3196,1684.7767857142887,3602.78173828125,0.9285714,0.10997705161571503,1.5263056755065918,0.5541227363296379,-1860.5234375,0.84238845,0.9285714,9.420217514038086,1.663040280342102
1118.5898382067385,0.55929494,1825.0714285714268,0.60811836,16.83475661277771,0.60811836,0.55929494,572.8214285714287,3300,0.14814049,-3,3296,296.2809917355372,679.8402099609375,0.19312745,-0.44558510184288025,1.6296827793121338,0.5253087498463227,-1842.302978515625,0.14814049,0.19312745,9.436826705932617,1.35686457157135
795.7706093513581,0.39788532,1570.6534090909076,0.43742275,16.96442151069641,0.43742275,0.39788532,1129.975000000002,3400,0.36983407,-3,3396,739.6681096681089,792.4783935546875,0.4054834,-0.06680291146039963,1.583040475845337,0.5765526679689801,-2035.9853515625,0.36983407,0.4054834,9.169855117797852,1.1515226364135742
280.6863926877405,0.1403432,1037.4278846153834,0.17349859,16.515179872512817,0.17349859,0.1403432,0.0,3500,0.0,-3,3496,0.0,437.6269226074219,0.0,0.2388921082019806,1.43416428565979,0.536416552740951,-1872.9315185546875,0.0,0.0,9.644451141357422,1.520312786102295
989.4767342040981,0.49473837,1738.6904761904739,0.5382943,16.902790307998657,0.5382943,0.49473837,462.6497395833333,3600,0.28371173,-3,3596,567.4234693877553,289.37640380859375,0.30867347,0.10422585159540176,1.4393539428710938,0.40265872628430394,-1642.897705078125,0.28371173,0.30867347,8.080262184143066,1.0606427192687988
976.0248988799925,0.48801246,1628.8690476190443,0.53008777,16.936728954315186,0.53008777,0.48801246,845.4761904761904,3700,0.15672052,-3,3696,313.44102178812875,289.46392822265625,0.17261457,-0.35924792289733887,1.550156593322754,0.48912728206147055,-1596.5811767578125,0.15672052,0.17261457,7.717983245849609,1.1853933334350586
535.0960901027075,0.26754802,1543.9285714285688,0.29158828,16.879804611206055,0.29158828,0.26754802,0.0,3800,0.5734931,-3,3796,1146.9861111111102,258.83953857421875,0.62430555,-0.06902047991752625,1.6291520595550537,0.43713906811181386,-1565.179931640625,0.5734931,0.62430555,8.45079517364502,1.5433911085128784
901.8725231188868,0.45093623,1684.2833333333324,0.49948317,16.937941789627075,0.49948317,0.45093623,595.8431372549019,3900,0.5486796,-3,3896,1097.3593073593056,451.37249755859375,0.5966811,-0.4435582756996155,1.627873420715332,0.4417470280975952,-1444.660400390625,0.5486796,0.5966811,7.645435333251953,1.147929072380066
1034.0618500150963,0.51703095,1628.620320855617,0.5745758,17.346150636672974,0.5745758,0.51703095,1175.0078492935647,4000,0.38816836,-3,3996,776.336805555557,581.5924072265625,0.42100695,-0.1794946789741516,1.4829556941986084,0.46455377088872385,-1460.091796875,0.38816836,0.42100695,8.042205810546875,1.222975254058838
933.619670904042,0.46680987,1404.3142857142843,0.51167387,17.24118447303772,0.51167387,0.46680987,881.1398071625327,4100,0.49673608,-3,4096,993.4722222222231,482.452880859375,0.54608583,0.13310644030570984,1.4395909309387207,0.5543667992904399,-1461.259765625,0.49673608,0.54608583,8.104130744934082,1.6337493658065796
1039.683502612083,0.5198418,1576.7058823529442,0.5766567,16.605539560317993,0.5766567,0.5198418,352.60504201680664,4200,0.7158844,-3,4196,1431.7687074829912,616.5450439453125,0.82199544,0.02081403136253357,1.5607259273529053,0.6409329620265379,-1588.2479248046875,0.7158844,0.82199544,8.061598777770996,1.3337950706481934
1219.676098615825,0.609838,1753.9803921568616,0.67637956,17.43067741394043,0.67637956,0.609838,1558.983516483515,4300,0.5711905,-3,4296,1142.3809523809527,373.69549560546875,0.6269841,0.18725654482841492,1.44527268409729,0.5279301090192665,-1511.9786376953125,0.5711905,0.6269841,8.299249649047852,1.2751266956329346
777.8510947276142,0.38892552,1240.9307359307377,0.43949977,16.807005882263184,0.43949977,0.38892552,756.2259615384609,4400,0.39093003,-3,4396,781.8601190476187,802.3375244140625,0.42931548,-0.004114434123039246,1.4976468086242676,0.43126247894038,-1469.9560546875,0.39093003,0.42931548,8.561814308166504,1.2327611446380615
1141.998732783712,0.5709994,1860.267857142857,0.6291835,16.924848556518555,0.6291835,0.5709994,959.7569444444425,4500,0.30619025,-3,4496,612.3805188893944,450.0464782714844,0.37608102,0.01883615553379059,1.7837464809417725,0.3949397200826908,-1422.4921875,0.30619025,0.37608102,9.42288589477539,1.6176750659942627
1164.5554729014925,0.5822777,1634.1836734693898,0.6442902,17.180431365966797,0.6442902,0.5822777,1634.1836734693898,4600,0.71597135,-3,4596,1431.9428571428587,288.5718994140625,0.79571426,-0.24280858039855957,1.5858900547027588,0.3535886356154603,-1426.315185546875,0.71597135,0.79571426,9.789602279663086,1.2573082447052002
449.30317562922585,0.22465158,1536.3186813186785,0.25319973,17.28407049179077,0.25319973,0.22465158,1536.3186813186785,4700,0.6959639,-3,4696,1391.9274376417247,428.00128173828125,0.7789116,0.07552579045295715,1.624675989151001,0.3368191673375784,-1435.901611328125,0.6959639,0.7789116,9.925911903381348,1.0006054639816284
973.2979269075424,0.48664895,1594.716666666667,0.5327755,17.18099021911621,0.5327755,0.48664895,778.4126984126996,4800,0.89135206,-3,4796,1782.7040816326557,493.7233581542969,0.9897959,-0.13164915144443512,1.496056318283081,0.38627600065418144,-1366.9212646484375,0.89135206,0.9897959,8.873284339904785,1.1377038955688477
1123.4234515714038,0.5617118,1719.6470588235306,0.62271106,17.263699054718018,0.62271106,0.5617118,1011.084183673469,4900,0.28416815,-3,4896,568.3363858363861,1126.89208984375,0.32158118,-0.21376347541809082,1.7221729755401611,0.34782488080273954,-1430.4248046875,0.28416815,0.32158118,10.034765243530273,0.965921938419342
830.482402855082,0.4152412,1529.9652777777808,0.44922152,17.351701498031616,0.44922152,0.4152412,1368.682539682541,5000,0.07788235,-3,4996,155.76470588235267,1519.4158935546875,0.084033616,-0.07741609960794449,1.408219337463379,0.4342651614217652,-1488.31494140625,0.07788235,0.084033616,10.91659164428711,1.5353195667266846
767.9531974439772,0.38397664,1554.7252747252762,0.4208931,17.311033964157104,0.4208931,0.38397664,1199.925,5100,0.36485124,-3,5096,729.7023809523805,1278.6361083984375,0.4011905,0.017660900950431824,1.4604814052581787,0.39502981936113835,-1437.623291015625,0.36485124,0.4011905,8.872331619262695,0.9945333003997803
471.17626774267376,0.23558815,1667.619047619044,0.26028195,16.207499265670776,0.26028195,0.23558815,0.0,5200,0.8801833,-3,5196,1760.3666666666675,388.0734558105469,0.9716667,-0.19970479607582092,1.551482915878296,0.33826193451576564,-1471.21728515625,0.8801833,0.9716667,9.06164264678955,1.0716686248779297
1132.5941630880686,0.5662971,1684.9609375,0.6304756,17.534788370132446,0.6304756,0.5662971,1418.4545454545432,5300,0.34972656,-3,5296,699.453125,382.62030029296875,0.38671875,-0.03284527733922005,1.42836594581604,0.3154404514490849,-1410.3946533203125,0.34972656,0.38671875,9.484511375427246,1.1139936447143555
1195.4596683277036,0.59772986,1806.25,0.66429836,17.04928207397461,0.66429836,0.59772986,865.9454545454528,5400,0.080699,-3,5396,161.39795918367335,850.9439086914062,0.08979592,-0.042855262756347656,1.4043819904327393,0.3236750893907058,-1346.844970703125,0.080699,0.08979592,8.684825897216797,0.607824981212616
1117.0625791187244,0.5585312,1806.5972222222222,0.6156784,17.300156831741333,0.6156784,0.5585312,1729.125,5500,0.58670133,-3,5496,1173.4027777777774,257.6852722167969,0.6409722,-0.016236092895269394,1.5943052768707275,0.38628920093711766,-1423.236083984375,0.58670133,0.6409722,9.14653205871582,0.9011384844779968
1248.2323259932305,0.6241161,1709.1477272727273,0.6882565,17.379542112350464,0.6882565,0.6241161,808.5218253968266,5600,0.6191204,-3,5596,1238.2407407407406,684.3460083007812,0.68386245,-0.08519503474235535,1.6138715744018555,0.366905665017781,-1362.934326171875,0.6191204,0.68386245,8.82281494140625,0.8308924436569214
1197.7444370914648,0.59887224,1782.3125,0.6750323,16.88282561302185,0.6750323,0.59887224,1283.311688311687,5700,0.6590973,-3,5696,1318.194444444446,560.63623046875,0.7280093,-0.002503206953406334,1.5791432857513428,0.33308192010617454,-1321.57080078125,0.6590973,0.7280093,8.419071197509766,0.7444567084312439
915.3918136030637,0.45769593,1256.7833333333342,0.49994022,17.05641222000122,0.49994022,0.45769593,608.6862244897966,5800,0.3859051,-3,5796,771.8099999999994,431.9198913574219,0.43175,-0.02349100261926651,1.5677580833435059,0.3155922063471655,-1350.582275390625,0.3859051,0.43175,9.27684211730957,1.0481380224227905
1211.5094666383452,0.60575473,1768.9285714285732,0.6692866,17.530072450637817,0.6692866,0.60575473,1732.8342245989302,5900,0.0010090701,-3,5896,2.018140589569158,567.505126953125,0.0011337869,-0.010556593537330627,1.552907943725586,0.30027978350927054,-1362.6259765625,0.0010090701,0.0011337869,9.526090621948242,0.789353609085083
1076.272912788632,0.5381365,1768.8571428571443,0.60267127,17.217397689819336,0.60267127,0.5381365,788.6811294765855,6000,0.5341337,-3,5996,1068.2671957671964,338.4447021484375,0.58862436,0.12926526367664337,1.6584179401397705,0.31481602643372375,-1328.883056640625,0.5341337,0.58862436,9.969683647155762,0.9525271058082581
1082.7085278799968,0.54135424,1534.9000000000028,0.5943262,17.4379985332489,0.5943262,0.54135424,1125.244897959184,6100,0.39530334,-3,6096,790.6065934065932,784.5795288085938,0.4421978,-0.037056371569633484,1.568040370941162,0.3526156963116159,-1398.513427734375,0.39530334,0.4421978,9.857073783874512,0.7916085720062256
1051.601676910922,0.5258009,1504.4901960784312,0.5832424,17.550930500030518,0.5832424,0.5258009,612.4118738404442,6200,0.5574479,-3,6196,1114.8958333333333,408.22198486328125,0.6684028,0.02470315620303154,1.620448350906372,0.30159708651221306,-1392.681640625,0.5574479,0.6684028,10.551698684692383,0.47775930166244507
1346.3722796566183,0.6731862,1722.8571428571458,0.7356503,16.906906604766846,0.7356503,0.6731862,1298.5714285714296,6300,0.4718361,-3,6296,943.6722488038262,792.5432739257812,0.5420654,-0.09374655038118362,1.6358716487884521,0.2745919489661964,-1435.5294189453125,0.4718361,0.5420654,10.691036224365234,0.014686785638332367
